# x, rho, phi, E at time = 7.884865958278585e-08
0.000000000000000000e+00 -1.121997376282069414e+00 0.000000000000000000e+00 1.199724631083702109e-03
2.228169203286534312e-04 -8.975979010256560642e-01 9.076038617352160526e-08 -1.619110890243037702e-03
4.456338406573068624e-04 -4.487989505128280321e-01 7.215306044690760964e-07 -3.426138079698617077e-03
6.684507609859603478e-04 4.487989505128273104e-01 1.617563457251866392e-06 -3.336218286002088501e-03
8.912676813146137248e-04 1.346396851538482542e+00 2.208262372531324264e-06 -1.196930394157689689e-03
1.114084601643267102e-03 -4.487989505128280321e-01 2.150956145799821743e-06 9.915615129412967395e-05
1.336901521971920696e-03 6.731984257692412710e-01 2.164075036005324269e-06 6.461413486015594359e-04
1.559718442300574073e-03 4.487989505128273104e-01 1.863013695015017061e-06 2.010329670482780343e-03
1.782535362629227450e-03 4.487989505128273104e-01 1.268204103960744733e-06 3.491881275423565096e-03
2.005352282957880827e-03 1.346396851538482542e+00 3.069132311286785000e-07 5.541819192543465458e-03
2.228169203286534204e-03 -1.795195802051311462e+00 -1.201418067040774945e-06 5.108973037859573275e-03
2.450986123615187581e-03 6.731984257692412710e-01 -1.969818045547311498e-06 4.106811150482773086e-03
2.673803043943841391e-03 1.346396851538482542e+00 -3.031552092884665962e-06 6.240972965169212794e-03
2.896619964272494768e-03 -6.731984257692420481e-01 -4.751006797454088333e-06 7.465594650567587524e-03
3.119436884601148145e-03 1.570796326794896780e+00 -6.358473709807744602e-06 8.799550614219534342e-03
3.342253804929801522e-03 2.243994752564132944e-01 -8.672384333727103239e-06 1.103242376536162778e-02
3.565070725258454899e-03 4.487989505128273104e-01 -1.127489508412479399e-05 1.199153194314718333e-02
3.787887645587108276e-03 -1.121997376282069414e+00 -1.401621676891656038e-05 1.091273072829257972e-02
4.010704565915761653e-03 -1.570796326794897446e+00 -1.613797719063282590e-05 7.537877517911504600e-03
4.233521486244415030e-03 -2.243994752564140160e-01 -1.737535007762783159e-05 5.255671471956959578e-03
4.456338406573068407e-03 1.346396851538482542e+00 -1.848008225391404701e-05 6.740326522234916379e-03
4.679155326901721784e-03 1.795195802051310352e+00 -2.037906767301568556e-05 1.064837932676445352e-02
4.901972247230375161e-03 -2.243994752564140160e-01 -2.322536043007595793e-05 1.298574848330735776e-02
5.124789167559028538e-03 1.121997376282068526e+00 -2.616595664344174062e-05 1.450434415781500994e-02
5.347606087887682783e-03 8.975979010256553980e-01 -2.968898702333843190e-05 1.694087980202381091e-02
5.570423008216336160e-03 -4.487989505128280321e-01 -3.371538597373140850e-05 1.763945350068944068e-02
5.793239928544989537e-03 -2.243994752564140160e-01 -3.754972443394664385e-05 1.700522449380334825e-02
6.016056848873642914e-03 6.731984257692412710e-01 -4.129348947614470099e-05 1.747734095320874551e-02
6.238873769202296291e-03 0.000000000000000000e+00 -4.533821900740229310e-05 1.851791061835482768e-02
6.461690689530949668e-03 1.570796326794896780e+00 -4.954569710595088661e-05 2.077418839867829423e-02
6.684507609859603044e-03 1.121997376282068526e+00 -5.459590037004376836e-05 2.418620955749643461e-02
6.907324530188256421e-03 2.243994752564132944e-01 -6.032389056200048501e-05 2.622839324030884836e-02
7.130141450516909798e-03 6.731984257692412710e-01 -6.628415998399274627e-05 2.750675325732587773e-02
7.352958370845563175e-03 0.000000000000000000e+00 -7.258183066007550203e-05 2.825387902776931720e-02
7.575775291174216552e-03 -1.121997376282069414e+00 -7.887504460860452274e-05 2.662241110057489077e-02
7.798592211502869929e-03 -2.019595277307724590e+00 -8.444567796638241097e-05 2.266943010024543778e-02
8.021409131831523306e-03 0.000000000000000000e+00 -8.897730980968925410e-05 1.969473263408559605e-02
8.244226052160177551e-03 -1.795195802051311462e+00 -9.322231731082877230e-05 1.703845320681838735e-02
8.467042972488830060e-03 -6.731984257692420481e-01 -9.657022115110353890e-05 1.400523574056557891e-02
8.689859892817484305e-03 4.487989505128273104e-01 -9.946352430320799277e-05 1.347034298214325014e-02
8.912676813146136814e-03 0.000000000000000000e+00 -1.025730618292072360e-04 1.380920980063932157e-02
9.135493733474791059e-03 -8.975979010256560642e-01 -1.056173755031094164e-04 1.293618918334969725e-02
9.358310653803443568e-03 1.121997376282068526e+00 -1.083378654984528712e-04 1.300306090085286657e-02
9.581127574132097813e-03 -1.346396851538483430e+00 -1.114119794726573399e-04 1.265952060205656829e-02
9.803944494460750322e-03 4.487989505128273104e-01 -1.139793762852276413e-04 1.162378419686196061e-02
1.002676141478940457e-02 -6.731984257692420481e-01 -1.165919310672766445e-04 1.100380494631738454e-02
1.024957833511805708e-02 -6.731984257692420481e-01 -1.188830441452989276e-04 9.428456030191111753e-03
1.047239525544671132e-02 0.000000000000000000e+00 -1.207935701394792548e-04 8.246831520719534805e-03
